,publication_date,keyword_1,keyword_2,keyword_3
3571,2020-06-20T18:21:30+0000,Clinical Trials,Hydroxychloroquine (Drug),Coronavirus (2019-nCoV)
3572,2020-06-20T09:00:24+0000,Iowa,"Elections, Senate",Presidential Election of 2020
3573,2020-06-19T09:00:30+0000,Black People,Discrimination,Native Americans
3574,2020-06-19T16:42:05+0000,Facebook Inc,Twitter,YouTube.com
3575,2020-06-19T19:55:05+0000,"Police Brutality, Misconduct and Shootings",George Floyd Protests (2020),Black People
3576,2020-06-19T09:00:19+0000,Medical Marijuana,Coronavirus (2019-nCoV),"Forest Hills (Queens, NY)"
3577,2020-06-19T16:47:22+0000,Theater,ACTORS AND ACTRESSES,Juilliard School
3578,2020-06-19T09:00:20+0000,Weddings and Engagements,Coronavirus (2019-nCoV),Golden State Warriors
3579,2020-06-21T04:00:11+0000,Quarantine (Life and Culture),ANIMALS,Families and Family Life
3580,2020-06-20T18:21:30+0000,Clinical Trials,Hydroxychloroquine (Drug),Coronavirus (2019-nCoV)
3581,2020-06-20T09:00:24+0000,Iowa,"Elections, Senate",Presidential Election of 2020
3582,2020-06-21T13:00:10+0000,Coronavirus Reopenings,"Demonstrations, Protests and Riots",Parenting
3583,2020-06-21T07:00:13+0000,New York City,Contact Tracing (Public Health),Coronavirus (2019-nCoV)
3584,2020-06-20T19:24:32+0000,Justice Department,United States Attorneys,"Barr, William P"
3585,2020-06-19T16:52:46+0000,Juneteenth,"Demonstrations, Protests and Riots",Barbecue
3586,2020-06-21T10:00:12+0000,Community Colleges,Laney College,Asian-Americans
3587,2020-06-21T15:00:09+0000,ABORTION,Women and Girls,Roe v Wade (Supreme Court Decision)
3588,2020-06-20T09:00:19+0000,Books and Literature,"Sedaris, David",New York City
3589,2020-06-19T14:00:09+0000,Movies,ACTORS AND ACTRESSES,Miss Juneteenth (Movie)
3590,2020-06-20T15:00:11+0000,George Floyd Protests (2020),Black Lives Matter Movement,Black People
3591,2020-06-21T07:00:13+0000,New York City,Contact Tracing (Public Health),Coronavirus (2019-nCoV)
3592,2020-06-19T16:52:46+0000,Juneteenth,"Demonstrations, Protests and Riots",Barbecue
3593,2020-06-20T09:00:27+0000,Black People,Race and Ethnicity,Books and Literature
3594,2020-06-19T23:53:19+0000,Coronavirus (2019-nCoV),Disease Rates,Coronavirus Reopenings
3595,2020-06-19T09:00:33+0000,Rodeos,Shutdowns (Institutional),Coronavirus (2019-nCoV)
3596,2020-06-21T13:00:11+0000,Real Estate and Housing (Residential),"Bayside (Queens, NY)",Mahwah (NJ)
3597,2020-06-21T23:00:10+0000,Workplace Hazards and Violations,Occupational Safety and Health Administration,Coronavirus (2019-nCoV)
3598,2020-06-19T18:17:15+0000,Theater,Flea Theater,"Bats, The (Theater Co)"
3599,2020-06-19T09:00:27+0000,"Police Department (Minneapolis, Minn)",Police Reform,"Police Brutality, Misconduct and Shootings"
3600,2020-06-19T09:00:32+0000,Dexamethasone (Drug),Coronavirus (2019-nCoV),Lungs
3601,2020-06-19T17:41:15+0000,Israel,Palestinians,West Bank
3602,2020-06-21T22:33:28+0000,"Police Brutality, Misconduct and Shootings",George Floyd Protests (2020),Police Department (NYC)
3603,2020-06-19T19:53:48+0000,Black Lives Matter Movement,Black People,George Floyd Protests (2020)
3604,2020-06-19T11:07:30+0000,Presidential Election of 2020,Polls and Public Opinion,Vice Presidents and Vice Presidency (US)
3605,2020-06-20T15:17:57+0000,Books and Literature,Children and Childhood,Do Not Rake Your Garden in a Party Dress (Book)
3606,2020-06-20T09:00:34+0000,Bars and Nightclubs,Homosexuality and Bisexuality,Shutdowns (Institutional)
3607,2020-06-19T09:00:17+0000,Quarantines,Marriages,Race and Ethnicity
3608,2020-06-21T13:30:11+0000,"Names, Organizational",Colleges and Universities,Black People
3609,2020-06-19T05:07:36+0000,India,China,"Modi, Narendra"
3610,2020-06-19T09:00:23+0000,Global Warming,Mortgages,Real Estate and Housing (Residential)
3611,2020-06-21T23:36:53+0000,"Flags, Emblems and Insignia",Civil War (US) (1861-65),"Charleston, SC, Shooting (2015)"
3612,2020-06-19T12:00:21+0000,Real Estate and Housing (Residential),Municipal Assistance Corp,"Rohatyn, Felix G"
3613,2020-06-19T01:16:58+0000,Confederate States of America,"Flags, Emblems and Insignia",College Athletics
3614,2020-06-19T16:56:41+0000,Women and Girls,Politics and Government,Education (K-12)
3615,2020-06-19T18:00:06+0000,Father's Day,Juneteenth,Marriages
3616,2020-06-19T09:57:44+0000,Holidays and Special Occasions,Juneteenth,Slavery (Historical)
3617,2020-06-19T14:26:06+0000,Pop and Rock Music,Rap and Hip-Hop,Jazz
3618,2020-06-19T21:59:16+0000,Mayors,"Taylor, Breonna (1993-2020)",Louisville (Ky)
3619,2020-06-19T04:58:49+0000,China,Canada,Political Prisoners
3620,2020-06-19T10:15:00+0000,Coronavirus (2019-nCoV),Politics and Government,Coronavirus Reopenings
3621,2020-06-19T20:33:52+0000,Politics and Government,Espionage and Intelligence Services,"Trudeau, Justin"
3622,2020-06-19T13:00:09+0000,Pop and Rock Music,"Bridgers, Phoebe (1994- )",Punisher (Album)
3623,2020-06-19T09:45:55+0000,United States Economy,Coronavirus (2019-nCoV),Stocks and Bonds
3624,2020-06-19T10:00:06+0000,Weddings and Engagements,Coronavirus (2019-nCoV),Turkey
3625,2020-06-21T23:03:07+0000,Casinos,Las Vegas (Nev),Workplace Hazards and Violations
3626,2020-06-19T10:15:00+0000,Coronavirus (2019-nCoV),Politics and Government,Coronavirus Reopenings
3627,2020-06-19T09:45:55+0000,United States Economy,Coronavirus (2019-nCoV),Stocks and Bonds
3628,2020-06-19T20:33:52+0000,Politics and Government,Espionage and Intelligence Services,"Trudeau, Justin"
3629,2020-06-19T13:00:09+0000,Pop and Rock Music,"Bridgers, Phoebe (1994- )",Punisher (Album)
3630,2020-06-19T11:41:40+0000,Hunting and Trapping,"Animal Abuse, Rights and Welfare",Bears
3631,2020-06-19T23:56:49+0000,"Bolton, John R",The Room Where It Happened: A White House Memoir (Book),Books and Literature
3632,2020-06-19T15:46:51+0000,State Legislatures,Politics and Government,Baseball (College)
3633,2020-06-19T09:00:28+0000,New York City,Layoffs and Job Reductions,Renting and Leasing (Real Estate)
3634,2020-06-19T16:33:46+0000,Art,Crosses and Crucifixes,Jesus Christ
3635,2020-06-21T14:00:12+0000,Music,Holocaust and the Nazi Era,Concentration Camps
3636,2020-06-19T09:00:32+0000,Mobile Applications,Antitrust Laws and Competition Issues,Apple Inc
3637,2020-06-19T09:00:32+0000,New York State,"Elections, House of Representatives",Primaries and Caucuses
3638,2020-06-19T11:24:32+0000,Coronavirus (2019-nCoV),Deferred Action for Childhood Arrivals,Apple Inc
3639,2020-06-19T14:26:06+0000,Pop and Rock Music,Rap and Hip-Hop,Jazz
3640,2020-06-19T21:59:16+0000,Mayors,"Taylor, Breonna (1993-2020)",Louisville (Ky)
3641,2020-06-20T15:30:01+0000,"Provine, Robert R","Cox, Emily (Crossword Constructor)","Rathvon, Henry"
3642,2020-06-19T14:00:12+0000,Art,Black People,Women and Girls
3643,2020-06-20T22:28:32+0000,Golf,PGA Championship,Coronavirus (2019-nCoV)
3644,2020-06-19T12:39:41+0000,Horse Racing,"Elizabeth II, Queen of Great Britain",Fashion and Apparel
3645,2020-06-20T21:08:10+0000,Whales and Whaling,Parks and Other Recreation Areas,"Names, Geographical"
3646,2020-06-20T09:00:17+0000,Black People,Travel and Vacations,Discrimination
3647,2020-06-19T09:00:31+0000,Restaurants,Cooking and Cookbooks,Food
3648,2020-06-19T21:22:50+0000,Fireworks,Independence Day (US) (July 4),Coronavirus (2019-nCoV)
3649,2020-06-19T12:00:21+0000,Real Estate and Housing (Residential),Municipal Assistance Corp,"Rohatyn, Felix G"
3650,2020-06-19T01:16:58+0000,Confederate States of America,"Flags, Emblems and Insignia",College Athletics
3651,2020-06-19T09:00:28+0000,New York City,Layoffs and Job Reductions,Renting and Leasing (Real Estate)
3652,2020-06-19T16:33:46+0000,Art,Crosses and Crucifixes,Jesus Christ
3653,2020-06-21T18:22:14+0000,Soccer,Coronavirus (2019-nCoV),German Bundesliga
3654,2020-06-19T15:00:10+0000,Supreme Court (US),Decisions and Verdicts,"Roberts, John G Jr"
3655,2020-06-19T22:39:23+0000,World Health Organization,Centers for Disease Control and Prevention,Coronavirus (2019-nCoV)
3656,2020-06-19T07:01:02+0000,Movies,"Carson, Sofia (1993- )","Down, Elissa (1975- )"
3657,2020-06-19T09:00:27+0000,"Ramaswamy, Sridhar",Neeva Inc,Search Engines
3658,2020-06-20T04:25:04+0000,Collectors and Collections,Libraries and Librarians,Archives and Records
3659,2020-06-19T02:01:19+0000,"Floyd, George (d 2020)","Chauvin, Derek (1976- )","Police Brutality, Misconduct and Shootings"
3660,2020-06-21T18:22:14+0000,Soccer,Coronavirus (2019-nCoV),German Bundesliga
3661,2020-06-19T15:00:10+0000,Supreme Court (US),Decisions and Verdicts,"Roberts, John G Jr"
3662,2020-06-19T22:39:23+0000,World Health Organization,Centers for Disease Control and Prevention,Coronavirus (2019-nCoV)
3663,2020-06-19T09:00:27+0000,"Ramaswamy, Sridhar",Neeva Inc,Search Engines
3664,2020-06-19T19:44:42+0000,Parenting,Coronavirus (2019-nCoV),Child Care
3665,2020-06-19T07:01:02+0000,Movies,"Carson, Sofia (1993- )","Down, Elissa (1975- )"
3666,2020-06-20T18:30:09+0000,United States Politics and Government,Polls and Public Opinion,"Trump, Donald J"
3667,2020-06-21T23:03:07+0000,Casinos,Las Vegas (Nev),Workplace Hazards and Violations
3668,2020-06-20T19:49:10+0000,"Ruiz Zafon, Carlos",Deaths (Obituaries),Writing and Writers
3669,2020-06-19T09:00:19+0000,"Hudson Yards (Manhattan, NY)",Real Estate (Commercial),Real Estate and Housing (Residential)
3670,2020-06-21T18:53:57+0000,Poverty,"Coronavirus Aid, Relief, and Economic Security Act (2020)",United States Politics and Government
3671,2020-06-20T01:58:38+0000,Justice Department,United States Attorneys,"Barr, William P"
3672,2020-06-20T09:00:02+0000,"Police Brutality, Misconduct and Shootings",Police Department (NYC),Budgets and Budgeting
3673,2020-06-19T02:23:42+0000,"Klobuchar, Amy","Biden, Joseph R Jr",Democratic Party
3674,2020-06-21T21:51:18+0000,Automobile Racing,"Flags, Emblems and Insignia",Black Lives Matter Movement
3675,2020-06-20T07:00:11+0000,Automobile Racing,National Assn of Stock Car Auto Racing,Talladega Superspeedway
3676,2020-06-19T17:17:56+0000,Opera,Metropolitan Opera,Metropolitan Opera Orchestra
3677,2020-06-20T09:02:21+0000,Black People,House of Xtravaganza,"Polanco, Layleen"
3678,2020-06-19T20:02:25+0000,Wirecard AG,Mobile Commerce and Payments,"Braun, Markus (1969- )"
3679,2020-06-19T20:02:25+0000,Wirecard AG,Mobile Commerce and Payments,"Braun, Markus (1969- )"
3680,2020-06-19T23:00:11+0000,Defense and Military Forces,Politics and Government,International Relations
3681,2020-06-20T06:27:36+0000,Hong Kong,China,Law and Legislation
3682,2020-06-19T09:00:34+0000,Water Pollution,Hazardous and Toxic Substances,Chemicals
3683,2020-06-19T22:18:37+0000,Russian Interference in 2016 US Elections and Ties to Trump Associates,United States Politics and Government,Classified Information and State Secrets
3684,2020-06-21T21:53:08+0000,United States Defense and Military Forces,Foreign Students (in US),Naval Air Station Pensacola Shooting (2019)
3685,2020-06-21T09:00:13+0000,"Trump, Donald J",Tulsa (Okla),Presidential Election of 2020
3686,2020-06-20T18:58:49+0000,Eskimos,Discrimination,Ice Cream and Frozen Desserts
3687,2020-06-20T09:00:18+0000,Cocktails and Mixed Drinks,Restaurants,Bars and Nightclubs
3688,2020-06-21T23:18:33+0000,Content Type: Service,Layoffs and Job Reductions,Careers and Professions
3689,2020-06-19T04:00:11+0000,Baseball,Coronavirus (2019-nCoV),Coronavirus Reopenings
3690,2020-06-19T01:13:59+0000,AIRLINES AND AIRPLANES,Masks,Protective Clothing and Gear
3691,2020-06-19T06:57:46+0000,"Colbert, Stephen","Fallon, Jimmy",Kim Jong-un
3692,2020-06-19T18:24:13+0000,"Crozier, Brett E","Baker, Stuart P",USS Theodore Roosevelt (CVN-71) (Ship)
3693,2020-06-20T14:00:04+0000,Real Estate and Housing (Residential),Bicycles and Bicycling,Quarantine (Life and Culture)
3694,2020-06-20T16:32:43+0000,Parenting,Father's Day,Children and Childhood
3695,2020-06-19T14:58:08+0000,"Sheng, Leo",Transgender and Transsexuals,The L Word: Generation Q (TV Program)
3696,2020-06-19T23:03:15+0000,"Coronavirus Aid, Relief, and Economic Security Act (2020)",Native Americans,Alaska Natives
3697,2020-06-21T22:00:26+0000,ADVERTISING AND MARKETING,Newspapers,Muslims and Islam
3698,2020-06-21T22:10:52+0000,Soccer,English Premier League,Liverpool (Soccer Team)
3699,2020-06-21T19:36:45+0000,National September 11 Memorial and Museum,"Greenwald, Alice M",Coronavirus (2019-nCoV)
3700,2020-06-19T14:00:11+0000,Clinical Trials,Coronavirus (2019-nCoV),Vaccination and Immunization
3701,2020-06-21T09:00:14+0000,Fish and Other Marine Life,Animal Behavior,Reproduction (Biological)
3702,2020-06-20T18:30:08+0000,China,Xi Jinping,"Trump, Donald J"
3703,2020-06-21T21:00:21+0000,Black People,Race and Ethnicity,Discrimination
3704,2020-06-20T19:54:13+0000,"Glassman, Greg",CrossFit Inc,Sexual Harassment
3705,2020-06-20T09:00:16+0000,"Miller, Lewis P (1974- )",Art,Flowers and Plants
3706,2020-06-21T20:30:51+0000,Football,Deaths (Obituaries),Miami Dolphins
3707,2020-06-21T12:49:34+0000,Juneteenth,Coronavirus (2019-nCoV),"Demonstrations, Protests and Riots"
3708,2020-06-20T18:30:08+0000,Father's Day,Police,Police Reform
3709,2020-06-21T17:13:16+0000,United States Politics and Government,"Bolton, John R","Nadler, Jerrold"
3710,2020-06-19T09:00:02+0000,Death in Her Hands (Book),"Moshfegh, Ottessa (1981- )",Books and Literature
3711,2020-06-20T23:46:14+0000,Black Lives Matter Movement,George Floyd Protests (2020),Race and Ethnicity
3712,2020-06-21T11:24:18+0000,"Murders, Attempted Murders and Homicides",Parks and Other Recreation Areas,Great Britain
3713,2020-06-19T09:00:11+0000,Children and Childhood,Sports Injuries,Shutdowns (Institutional)
3714,2020-06-19T04:00:11+0000,Baseball,Coronavirus (2019-nCoV),Coronavirus Reopenings
3715,2020-06-19T06:57:46+0000,"Colbert, Stephen","Fallon, Jimmy",Kim Jong-un
3716,2020-06-21T17:13:16+0000,United States Politics and Government,"Bolton, John R","Nadler, Jerrold"
3717,2020-06-20T09:00:18+0000,Cocktails and Mixed Drinks,Restaurants,Bars and Nightclubs
3718,2020-06-21T15:56:42+0000,"Biden, Joseph R Jr",Presidential Election of 2020,Homosexuality and Bisexuality
3719,2020-06-21T23:26:29+0000,United States Politics and Government,"Trump, Donald J",Presidential Election of 2020
3720,2020-06-19T09:00:01+0000,Race and Ethnicity,Income Inequality,Education
3721,2020-06-21T22:00:26+0000,ADVERTISING AND MARKETING,Newspapers,Muslims and Islam
3722,2020-06-21T22:10:52+0000,Soccer,English Premier League,Liverpool (Soccer Team)
3723,2020-06-19T15:26:10+0000,Great Britain,Cheese,Coronavirus (2019-nCoV)
3724,2020-06-20T19:54:13+0000,"Glassman, Greg",CrossFit Inc,Sexual Harassment
3725,2020-06-20T09:00:16+0000,"Miller, Lewis P (1974- )",Art,Flowers and Plants
3726,2020-06-21T20:30:51+0000,Football,Deaths (Obituaries),Miami Dolphins
3727,2020-06-20T18:30:08+0000,Father's Day,Police,Police Reform
3728,2020-06-20T15:00:11+0000,Automobiles,Bicycles and Bicycling,Pedestrian Malls
3729,2020-06-20T09:00:17+0000,New York State,"Elections, House of Representatives",Democratic Party
3730,2020-06-21T21:53:08+0000,United States Defense and Military Forces,Foreign Students (in US),Naval Air Station Pensacola Shooting (2019)
3731,2020-06-21T09:00:13+0000,"Trump, Donald J",Tulsa (Okla),Presidential Election of 2020
3732,2020-06-20T18:58:49+0000,Eskimos,Discrimination,Ice Cream and Frozen Desserts
3733,2020-06-21T12:43:37+0000,Family Leaves,Parenting,Coronavirus (2019-nCoV)
3734,2020-06-19T16:02:27+0000,Deferred Action for Childhood Arrivals,"Dream Act (Development, Relief and Education for Minors Act)",Supreme Court (US)
3735,2020-06-20T09:00:21+0000,Eastern Europe,Hamburgers,Gloves
3736,2020-06-19T14:58:08+0000,"Sheng, Leo",Transgender and Transsexuals,The L Word: Generation Q (TV Program)
3737,2020-06-19T09:00:18+0000,Police,Police Reform,George Floyd Protests (2020)
3738,2020-06-19T21:34:51+0000,Golf,PGA Tour Inc,"Fleetwood, Tommy (1991- )"
3739,2020-06-19T21:20:02+0000,Soccer,Coronavirus (2019-nCoV),Tottenham Hotspur (Soccer Team)
3740,2020-06-19T16:02:27+0000,Deferred Action for Childhood Arrivals,"Dream Act (Development, Relief and Education for Minors Act)",Supreme Court (US)
3741,2020-06-20T19:37:11+0000,Horse Racing,Belmont Stakes,Triple Crown (Horse Racing)
3742,2020-06-20T15:07:33+0000,Coronavirus Risks and Safety Concerns,Juneteenth,Presidential Election of 2016
3743,2020-06-20T00:35:19+0000,Hikes and Hiking,Buses,"Krakauer, Jon"
3744,2020-06-20T09:00:21+0000,Eastern Europe,Hamburgers,Gloves
3745,2020-06-19T21:22:59+0000,The Daily (Radio Program),Juneteenth,"Berry, Daina Ramey"
3746,2020-06-20T00:35:19+0000,Hikes and Hiking,Buses,"Krakauer, Jon"
3747,2020-06-19T20:53:39+0000,Johnson & Johnson,Skin,Race and Ethnicity
3748,2020-06-19T02:04:25+0000,Social Media,Rumors and Misinformation,Computers and the Internet
3749,2020-06-19T17:20:22+0000,Presidential Election of 2020,Presidential Election of 2016,Polls and Public Opinion
3750,2020-06-19T09:00:20+0000,Bars and Nightclubs,Baseball,New York Yankees
3751,2020-06-19T23:00:56+0000,Coronavirus (2019-nCoV),Baseball,Major League Baseball
3752,2020-06-22T14:25:31+0000,Human Rights and Human Rights Violations,Torture,"War Crimes, Genocide and Crimes Against Humanity"
3753,2020-06-21T16:39:12+0000,"Banes, Sally (1950-2020)",Deaths (Obituaries),Dancing
3754,2020-06-21T23:27:34+0000,Race and Ethnicity,Black Lives Matter Movement,Black People
3755,2020-06-23T00:20:35+0000,Italy,Italian Food (Cuisine),Cooking and Cookbooks
